source_id,rule_key,rule_object,constraint_type,subject,operator,value,unit,condition,exception,evidence_text,warnings,source_stream,batch_id,rule_id,applies_to,applies_to_objects,scope_count,scope_mode,merged_rule_ids,merged_rule_count,dedup_status,review_reasons,review_required,merged_rule_id,rule_object_original,approval_type,unit_original
calgary_generic_graph_pack_137__page_0451__local_004,building_height_max_11.0m_single_detached_dwelling_conditions,building_height,dimensional_standard,Single Detached Dwelling,<=,11.0,m,where: (a) the area of the parcel is equal to or greater than 400.0 square metres; and (b) the parcel width is equal to or greater than 10.0 metres. (Inherited applicability: for buildings that may contain or be associated with a Backyard Suite or Secondary Suite),,(2) The maximum building height is 11.0 metres for Single Detached Dwellings where: (a) the area of the parcel is equal to or greater than 400.0 square metres; and (b) the parcel width is equal to or greater than 10.0 metres.,[],gemini_text_batch,text_batch_0009,pipeline10_rule_0047,"[{'rule_id': 'pipeline10_rule_0047', 'rule_object': 'building_height', 'condition': 'where: (a) the area of the parcel is equal to or greater than 400.0 square metres; and (b) the parcel width is equal to or greater than 10.0 metres. (Inherited applicability: for buildings that may contain or be associated with a Backyard Suite or Secondary Suite)'}]",['building_height'],1,single_scope,['pipeline10_rule_0047'],1,kept,[],False,pipeline5_merged_rule_0047,,,
calgary_generic_graph_pack_138__page_0451__local_005,motor_vehicle_parking_stalls_single_detached_dwelling_parcel_width,parking_stalls,minimum_quantity,motor_vehicle_parking_stalls_per_dwelling_unit,>=,2.0,units,"for each Single Detached Dwelling where the parcel width is less than 9.0 metres and the parcel is part of a plan of subdivision approved after September 7, 1982",,"The minimum number of motor vehicle parking stalls for each Single Detached Dwelling is 2.0 stalls per Dwelling Unit where: (a) the parcel width is less than 9.0 metres and the parcel is part of a plan of subdivision approved after September 7, 1982",[],gemini_text_batch,text_batch_0010,pipeline10_rule_0049,"[{'rule_id': 'pipeline10_rule_0049', 'rule_object': 'motor_vehicle_parking_stalls', 'condition': 'for each Single Detached Dwelling where the parcel width is less than 9.0 metres and the parcel is part of a plan of subdivision approved after September 7, 1982'}]",['motor_vehicle_parking_stalls'],1,single_scope,['pipeline10_rule_0049'],1,kept,[],False,pipeline5_merged_rule_0049,motor_vehicle_parking_stalls,,
calgary_generic_graph_pack_138__page_0451__local_005,motor_vehicle_parking_stalls_single_detached_dwelling_parcel_area,parking_stalls,minimum_quantity,motor_vehicle_parking_stalls_per_dwelling_unit,>=,2.0,units,"for each Single Detached Dwelling where the area of the parcel is less than 270.0 square metres and the parcel is part of a plan of subdivision approved after September 7, 1982",,"The minimum number of motor vehicle parking stalls for each Single Detached Dwelling is 2.0 stalls per Dwelling Unit where: (b) the area of the parcel is less than 270.0 square metres and the parcel is part of a plan of subdivision approved after September 7, 1982.",[],gemini_text_batch,text_batch_0010,pipeline10_rule_0050,"[{'rule_id': 'pipeline10_rule_0050', 'rule_object': 'motor_vehicle_parking_stalls', 'condition': 'for each Single Detached Dwelling where the area of the parcel is less than 270.0 square metres and the parcel is part of a plan of subdivision approved after September 7, 1982'}]",['motor_vehicle_parking_stalls'],1,single_scope,['pipeline10_rule_0050'],1,kept,[],False,pipeline5_merged_rule_0050,motor_vehicle_parking_stalls,,
calgary_generic_graph_pack_144__page_0458__local_004,motor_vehicle_parking_stalls_single_detached_dwelling_parcel_width,parking_stalls,minimum_quantity,motor_vehicle_parking_stalls_per_dwelling_unit,>=,2.0,units,"for each Single Detached Dwelling where the parcel width is less than 9.0 metres and the parcel is part of a plan of subdivision approved after September 7, 1982",,"The minimum number of motor vehicle parking stalls for each Single Detached Dwelling is 2.0 stalls per Dwelling Units where: (a) the parcel width is less than 9.0 metres and the parcel is part of a plan of subdivision approved after September 7, 1982",[],gemini_text_batch,text_batch_0010,pipeline10_rule_0052,"[{'rule_id': 'pipeline10_rule_0052', 'rule_object': 'motor_vehicle_parking_stalls', 'condition': 'for each Single Detached Dwelling where the parcel width is less than 9.0 metres and the parcel is part of a plan of subdivision approved after September 7, 1982'}]",['motor_vehicle_parking_stalls'],1,single_scope,['pipeline10_rule_0052'],1,kept,[],False,pipeline5_merged_rule_0051,motor_vehicle_parking_stalls,,
calgary_generic_graph_pack_144__page_0458__local_004,motor_vehicle_parking_stalls_single_detached_dwelling_parcel_area,parking_stalls,minimum_quantity,motor_vehicle_parking_stalls_per_dwelling_unit,>=,2.0,units,"for each Single Detached Dwelling where the area of the parcel is less than 270.0 square metres and the parcel is part of a plan of subdivision approved after September 7, 1982",,"The minimum number of motor vehicle parking stalls for each Single Detached Dwelling is 2.0 stalls per Dwelling Units where: (b) the area of the parcel is less than 270.0 square metres and the parcel is part of a plan of subdivision approved after September 7, 1982.",[],gemini_text_batch,text_batch_0010,pipeline10_rule_0053,"[{'rule_id': 'pipeline10_rule_0053', 'rule_object': 'motor_vehicle_parking_stalls', 'condition': 'for each Single Detached Dwelling where the area of the parcel is less than 270.0 square metres and the parcel is part of a plan of subdivision approved after September 7, 1982'}]",['motor_vehicle_parking_stalls'],1,single_scope,['pipeline10_rule_0053'],1,kept,[],False,pipeline5_merged_rule_0052,motor_vehicle_parking_stalls,,
calgary_generic_graph_pack_146__page_0465__local_003,R-CG_district_accommodates_secondary_suites,permitted_use,permission,Secondary Suites,permitted,,,in the Residential – Grade-Oriented Infill (R-CG) District with new and existing residential development,,accommodates Secondary Suites and Backyard Suites with new and existing residential development;,[],gemini_text_batch,text_batch_0010,pipeline10_rule_0054,"[{'rule_id': 'pipeline10_rule_0054', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Grade-Oriented Infill (R-CG) District with new and existing residential development'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0054'],1,kept,[],False,pipeline5_merged_rule_0053,,permitted,
calgary_generic_graph_pack_146__page_0465__local_003,R-CG_district_accommodates_backyard_suites,permitted_use,permission,Backyard Suites,permitted,,,in the Residential – Grade-Oriented Infill (R-CG) District with new and existing residential development,,accommodates Secondary Suites and Backyard Suites with new and existing residential development;,[],gemini_text_batch,text_batch_0010,pipeline10_rule_0055,"[{'rule_id': 'pipeline10_rule_0055', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Grade-Oriented Infill (R-CG) District with new and existing residential development'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0055'],1,kept,[],False,pipeline5_merged_rule_0054,,permitted,
calgary_generic_graph_pack_146__page_0465__local_004,R-CGex_district_does_not_accommodate_secondary_suites,permitted_use,prohibition,Secondary Suites,prohibited,,,in the Residential – Grade-Oriented Infill (R-CGex) District,,The Residential – Grade-Oriented Infill (R-CGex) District has the same purpose as the Residential – Grade-Oriented Infill (R-CG) District except that it does not accommodate Secondary Suites or Backyard Suites.,[],gemini_text_batch,text_batch_0010,pipeline10_rule_0056,"[{'rule_id': 'pipeline10_rule_0056', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Grade-Oriented Infill (R-CGex) District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0056'],1,kept,[],False,pipeline5_merged_rule_0055,,prohibited,
calgary_generic_graph_pack_146__page_0465__local_004,R-CGex_district_does_not_accommodate_backyard_suites,permitted_use,prohibition,Backyard Suites,prohibited,,,in the Residential – Grade-Oriented Infill (R-CGex) District,,The Residential – Grade-Oriented Infill (R-CGex) District has the same purpose as the Residential – Grade-Oriented Infill (R-CG) District except that it does not accommodate Secondary Suites or Backyard Suites.,[],gemini_text_batch,text_batch_0010,pipeline10_rule_0057,"[{'rule_id': 'pipeline10_rule_0057', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Grade-Oriented Infill (R-CGex) District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0057'],1,kept,[],False,pipeline5_merged_rule_0056,,prohibited,
calgary_generic_graph_pack_155__page_0479__local_004,R-LMH_district_accommodates_secondary_suites,permitted_use,permission,Secondary Suites,permitted,,,in the Residential – Low Density Mixed Housing District,,accommodates Secondary Suites and Backyard Suites.,[],gemini_text_batch,text_batch_0010,pipeline10_rule_0058,"[{'rule_id': 'pipeline10_rule_0058', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Low Density Mixed Housing District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0058'],1,kept,[],False,pipeline5_merged_rule_0057,,permitted,
calgary_generic_graph_pack_155__page_0479__local_004,R-LMH_district_accommodates_backyard_suites,permitted_use,permission,Backyard Suites,permitted,,,in the Residential – Low Density Mixed Housing District,,accommodates Secondary Suites and Backyard Suites.,[],gemini_text_batch,text_batch_0010,pipeline10_rule_0059,"[{'rule_id': 'pipeline10_rule_0059', 'rule_object': 'permitted_use', 'condition': 'in the Residential – Low Density Mixed Housing District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0059'],1,kept,[],False,pipeline5_merged_rule_0058,,permitted,
calgary_generic_graph_pack_162__page_0483__local_003,backyard_suite_setback_party_wall_not_required,building_setback,dimensional,building,>=,0,m,"For a Backyard Suite, Rowhouse Building or Semi-detached Dwelling, from the property line on which a party wall is located that separates two or more Dwelling Units or Backyard Suites",,"For a Backyard Suite, Rowhouse Building or Semi-detached Dwelling there is no requirement for a building setback from the property line on which a party wall is located that separates two or more Dwelling Units or Backyard Suites.",[],gemini_text_batch,text_batch_0011,pipeline10_rule_0061,"[{'rule_id': 'pipeline10_rule_0061', 'rule_object': 'building_setback', 'condition': 'For a Backyard Suite, Rowhouse Building or Semi-detached Dwelling, from the property line on which a party wall is located that separates two or more Dwelling Units or Backyard Suites'}]",['building_setback'],1,single_scope,['pipeline10_rule_0061'],1,kept,[],False,pipeline5_merged_rule_0060,,,
calgary_generic_graph_pack_164__page_0484__local_002,backyard_suite_maximum_height_laned_parcel,building_height,dimensional,Backyard Suite,<=,10.0,m,on a laned parcel,,The maximum height of a Backyard Suite on a laned parcel is 10.0 metres.,[],gemini_text_batch,text_batch_0011,pipeline10_rule_0062,"[{'rule_id': 'pipeline10_rule_0062', 'rule_object': 'height', 'condition': 'on a laned parcel'}]",['height'],1,single_scope,['pipeline10_rule_0062'],1,kept,[],False,pipeline5_merged_rule_0061,height,,
calgary_generic_graph_pack_167__page_0504__local_004,571.2(10)_skateboard_and_sports_ramp_attachment_prohibited,skateboard_and_sports_ramp,prohibition,attachment,prohibited,,,"to a deck, another structure, fence, or building such as, but not limited to, a main residential building, Backyard Suite or Accessory Residential Building",,"A skateboard and sports ramp must not be attached to a deck, another structure, fence, or building such as, but not limited to, a main residential building, Backyard Suite or Accessory Residential Building.",[],gemini_text_batch,text_batch_0012,pipeline10_rule_0071,"[{'rule_id': 'pipeline10_rule_0071', 'rule_object': 'skateboard_and_sports_ramp', 'condition': 'to a deck, another structure, fence, or building such as, but not limited to, a main residential building, Backyard Suite or Accessory Residential Building'}]",['skateboard_and_sports_ramp'],1,single_scope,['pipeline10_rule_0071'],1,kept,[],False,pipeline5_merged_rule_0070,,,
calgary_generic_graph_pack_223__page_0857__local_005,calgary_generic_graph_pack_223__page_0857__local_005_1,parking_stalls,parking,motor vehicle parking stalls,<=,1.5,units,per Dwelling Unit,,a maximum of 1.5 stalls per Dwelling Unit,[],gemini_text_batch,text_batch_0013,pipeline10_rule_0072,"[{'rule_id': 'pipeline10_rule_0072', 'rule_object': 'motor_vehicle_parking_stalls', 'condition': 'per Dwelling Unit'}]",['motor_vehicle_parking_stalls'],1,single_scope,['pipeline10_rule_0072'],1,kept,[],False,pipeline5_merged_rule_0071,motor_vehicle_parking_stalls,,stalls
calgary_generic_graph_pack_231__page_1039__local_002,calgary_generic_graph_pack_231__page_1039__local_002_1,building_separation_distance,dimensional,main residential buildings,>=,6.5,m,between main residential buildings on the front portion of the parcel and main residential buildings on the rear portion of the parcel,,where the minimum separation distance of the main residential buildings on the front portion of the parcel and the main residential buildings contained on the rear portion of the parcel is 6.5 metres.,[],gemini_text_batch,text_batch_0013,pipeline10_rule_0073,"[{'rule_id': 'pipeline10_rule_0073', 'rule_object': 'building_separation_distance', 'condition': 'between main residential buildings on the front portion of the parcel and main residential buildings on the rear portion of the parcel'}]",['building_separation_distance'],1,single_scope,['pipeline10_rule_0073'],1,kept,[],False,pipeline5_merged_rule_0072,,,
calgary_generic_graph_pack_231__page_1039__local_002,calgary_generic_graph_pack_231__page_1039__local_002_2,building_setback,dimensional,main residential building,not required,,,"for a main residential building that is located on a corner parcel where the minimum building setback from the side property line shared with another parcel is 3.0 metres for any portion of the building located between the rear property line and 50.0 per cent parcel depth or the building depth of the main residential building on the adjoining parcel, whichever is closer to the rear property line",,For a main residential building that is located on a corner parcel there is no maximum building depth where the minimum building setback from the side property line shared with another parcel is 3.0 metres for any portion of the building located between the rear property line and: (a) 50.0 per cent parcel depth; or (b) the building depth of the main residential building on the adjoining parcel; whichever is closer to the rear property line.,[],gemini_text_batch,text_batch_0013,pipeline10_rule_0074,"[{'rule_id': 'pipeline10_rule_0074', 'rule_object': 'building_depth_maximum', 'condition': 'for a main residential building that is located on a corner parcel where the minimum building setback from the side property line shared with another parcel is 3.0 metres for any portion of the building located between the rear property line and 50.0 per cent parcel depth or the building depth of the main residential building on the adjoining parcel, whichever is closer to the rear property line'}]",['building_depth_maximum'],1,single_scope,['pipeline10_rule_0074'],1,kept,[],False,pipeline5_merged_rule_0073,building_depth_maximum,,
calgary_generic_graph_pack_232__page_1041__local_005,calgary_generic_graph_pack_232__page_1041__local_005_1,building_setback,dimensional,Accessory Residential Building,>=,0.6,m,from a side property line that is not shared with a street,"Notwithstanding section 1396, unless otherwise referenced in subsection (4)","Notwithstanding section 1396, for an Accessory Residential Building,unless otherwise referenced in subsection (4), the minimum building setback from a side property line that is not shared with a street is 0.6 metres.",[],gemini_text_batch,text_batch_0013,pipeline10_rule_0075,"[{'rule_id': 'pipeline10_rule_0075', 'rule_object': 'building_setback', 'condition': 'from a side property line that is not shared with a street'}]",['building_setback'],1,single_scope,['pipeline10_rule_0075'],1,kept,['exception_requires_atomic_review'],True,pipeline5_merged_rule_0074,,,
calgary_generic_graph_pack_232__page_1041__local_005,calgary_generic_graph_pack_232__page_1041__local_005_2,floor_area,locational,Accessory Residential Building,permitted,,,in a setback area from another parcel where the Accessory Residential Building is less than 10.0 square metres gross floor area,Notwithstanding section 1398,"Notwithstanding section 1398, an Accessory Residential Building may be located in a setback area from another parcel where: (a) the Accessory Residential Building is less than 10.0 square metres gross floor area",[],gemini_text_batch,text_batch_0013,pipeline10_rule_0076,"[{'rule_id': 'pipeline10_rule_0076', 'rule_object': 'accessory_residential_building_location', 'condition': 'in a setback area from another parcel where the Accessory Residential Building is less than 10.0 square metres gross floor area'}]",['accessory_residential_building_location'],1,single_scope,['pipeline10_rule_0076'],1,kept,['exception_requires_atomic_review'],True,pipeline5_merged_rule_0075,accessory_residential_building_location,,
calgary_generic_graph_pack_023__page_0139__local_006,backyard_suite_floodway_prohibition,permitted_use,prohibition,new Backyard Suites,prohibited,,,in the floodway,replacement of existing Backyard Suites on the same building footprint is allowed,"(1) No new buildings or other new structures are allowed in the floodway, except for the replacement of existing Accessory Residential Buildings, Backyard Suites, Duplex Dwellings, Secondary Suites,Semi-detached Dwellings and Single Detached Dwellings on the same building footprint.",[],gemini_text_batch,text_batch_0014,pipeline10_rule_0077,"[{'rule_id': 'pipeline10_rule_0077', 'rule_object': 'permitted_use', 'condition': 'in the floodway'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0077'],1,kept,['exception_requires_atomic_review'],True,pipeline5_merged_rule_0076,,prohibited,
calgary_generic_graph_pack_023__page_0139__local_006,secondary_suite_floodway_prohibition,permitted_use,prohibition,new Secondary Suites,prohibited,,,in the floodway,replacement of existing Secondary Suites on the same building footprint is allowed,"(1) No new buildings or other new structures are allowed in the floodway, except for the replacement of existing Accessory Residential Buildings, Backyard Suites, Duplex Dwellings, Secondary Suites,Semi-detached Dwellings and Single Detached Dwellings on the same building footprint.",[],gemini_text_batch,text_batch_0014,pipeline10_rule_0078,"[{'rule_id': 'pipeline10_rule_0078', 'rule_object': 'permitted_use', 'condition': 'in the floodway'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0078'],1,kept,['exception_requires_atomic_review'],True,pipeline5_merged_rule_0077,,prohibited,
calgary_generic_graph_pack_067__page_0392__local_002,secondary_suite_exterior_entrance_location,permitted_use,permission,location on side façade,permitted,,,when the entrance provides access to a Secondary Suite,,"must not have an exterior entrance from grade located on a side façade, unless the entrance provides access to a Secondary Suite or is located on the street side of a corner parcel.",[],gemini_text_batch,text_batch_0014,pipeline10_rule_0079,"[{'rule_id': 'pipeline10_rule_0079', 'rule_object': 'exterior_entrance_from_grade', 'condition': 'when the entrance provides access to a Secondary Suite'}]",['exterior_entrance_from_grade'],1,single_scope,['pipeline10_rule_0079'],1,kept,[],False,pipeline5_merged_rule_0078,exterior_entrance_from_grade,permitted,
calgary_generic_graph_pack_100__page_0412__local_002,calgary_generic_graph_pack_100__page_0412__local_002_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the RC-1 & RC1s District,,(a.2) Backyard Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0080,"[{'rule_id': 'pipeline10_rule_0080', 'rule_object': 'permitted_use', 'condition': 'in the RC-1 & RC1s District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0080'],1,kept,[],False,pipeline5_merged_rule_0079,,permitted,
calgary_generic_graph_pack_100__page_0412__local_002,calgary_generic_graph_pack_100__page_0412__local_002_2,permitted_use,use_permission,Secondary Suite,permitted,,,in the RC-1 & RC1s District,,(h.1) Secondary Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0081,"[{'rule_id': 'pipeline10_rule_0081', 'rule_object': 'permitted_use', 'condition': 'in the RC-1 & RC1s District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0081'],1,kept,[],False,pipeline5_merged_rule_0080,,permitted,
calgary_generic_graph_pack_124__page_0438__local_002,calgary_generic_graph_pack_124__page_0438__local_002_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the R-1 & R-1s District,,(h.1) Secondary Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0082,"[{'rule_id': 'pipeline10_rule_0082', 'rule_object': 'permitted_use', 'condition': 'in the R-1 & R-1s District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0082'],1,kept,[],False,pipeline5_merged_rule_0081,,permitted,
calgary_generic_graph_pack_160__page_0480__local_002,calgary_generic_graph_pack_160__page_0480__local_002_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the (R-G)(R-Gm) District,,(i) Secondary Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0083,"[{'rule_id': 'pipeline10_rule_0083', 'rule_object': 'permitted_use', 'condition': 'in the (R-G)(R-Gm) District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0083'],1,kept,[],False,pipeline5_merged_rule_0082,,permitted,
calgary_generic_graph_pack_169__page_0505__local_003,calgary_generic_graph_pack_169__page_0505__local_003_1,permitted_use,use_permission,Backyard Suite,permitted,,,"in the R-CG District, as part of Single Detached, Semi-Detached, Duplex Dwellings and Backyard Suites development",,"573 Single Detached, Semi-Detached, Duplex Dwellings and Backyard Suites",[],gemini_text_batch,text_batch_0015,pipeline10_rule_0084,"[{'rule_id': 'pipeline10_rule_0084', 'rule_object': 'permitted_use', 'condition': 'in the R-CG District, as part of Single Detached, Semi-Detached, Duplex Dwellings and Backyard Suites development'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0084'],1,kept,[],False,pipeline5_merged_rule_0083,,permitted,
calgary_generic_graph_pack_169__page_0505__local_003,calgary_generic_graph_pack_169__page_0505__local_003_2,development_compliance,requirement,Backyard Suite,required,,,must comply with the rules of the R-CG District that apply to such development,,Any of the following uses must comply with the rules of the R-CG District that apply to such development: (b) Backyard Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0085,"[{'rule_id': 'pipeline10_rule_0085', 'rule_object': 'development_compliance', 'condition': 'must comply with the rules of the R-CG District that apply to such development'}]",['development_compliance'],1,single_scope,['pipeline10_rule_0085'],1,kept,[],False,pipeline5_merged_rule_0084,,,
calgary_generic_graph_pack_182__page_0548__local_002,calgary_generic_graph_pack_182__page_0548__local_002_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the M-H1 District,,(d.1) Secondary Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0086,"[{'rule_id': 'pipeline10_rule_0086', 'rule_object': 'permitted_use', 'condition': 'in the M-H1 District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0086'],1,kept,[],False,pipeline5_merged_rule_0085,,permitted,
calgary_generic_graph_pack_185__page_0554__local_002,calgary_generic_graph_pack_185__page_0554__local_002_1,permitted_use,use_permission,Secondary Suite,permitted,,,in the M-H2 District,,(d.1) Secondary Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0087,"[{'rule_id': 'pipeline10_rule_0087', 'rule_object': 'permitted_use', 'condition': 'in the M-H2 District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0087'],1,kept,[],False,pipeline5_merged_rule_0086,,permitted,
calgary_generic_graph_pack_188__page_0555__local_003,calgary_generic_graph_pack_188__page_0555__local_003_1,permitted_use,use_permission,Backyard Suite,permitted,,,in the M-H2 District,,(a) Backyard Suite;,[],gemini_text_batch,text_batch_0015,pipeline10_rule_0088,"[{'rule_id': 'pipeline10_rule_0088', 'rule_object': 'permitted_use', 'condition': 'in the M-H2 District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0088'],1,kept,[],False,pipeline5_merged_rule_0087,,permitted,
calgary_generic_graph_pack_191__page_0560__local_002,,permitted_use,use_permission,Secondary Suite,permitted,,,,,Secondary Suite;,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0089,"[{'rule_id': 'pipeline10_rule_0089', 'rule_object': 'permitted_use', 'condition': 'in PART 6 - DIVISION 10: M-H3 district'}, {'rule_id': 'pipeline10_rule_0093', 'rule_object': 'permitted_use', 'condition': 'in PART 11 - DIVISION 1: GENERAL RULES'}, {'rule_id': 'pipeline10_rule_0095', 'rule_object': 'permitted_use', 'condition': 'in PART 11 - Division 3: CC-MHX district'}, {'rule_id': 'pipeline10_rule_0096', 'rule_object': 'permitted_use', 'condition': 'in PART 15 - DIVISION 1: HOUSING - GO district'}]",['permitted_use'],1,single_scope,"['pipeline10_rule_0089', 'pipeline10_rule_0093', 'pipeline10_rule_0095', 'pipeline10_rule_0096']",4,auto_folded_same_table_evidence,[],False,pipeline5_merged_rule_0088,,permitted,
calgary_generic_graph_pack_194__page_0561__local_003,,permitted_use,use_permission,Backyard Suite,permitted,,,,,Backyard Suite;,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0090,"[{'rule_id': 'pipeline10_rule_0090', 'rule_object': 'permitted_use', 'condition': 'in PART 6 - DIVISION 10: M-H3 district'}, {'rule_id': 'pipeline10_rule_0092', 'rule_object': 'permitted_use', 'condition': 'in PART 11 - DIVISION 1: GENERAL RULES'}, {'rule_id': 'pipeline10_rule_0094', 'rule_object': 'permitted_use', 'condition': 'in PART 11 - Division 3: CC-MHX district'}]",['permitted_use'],1,single_scope,"['pipeline10_rule_0090', 'pipeline10_rule_0092', 'pipeline10_rule_0094']",3,auto_folded_same_table_evidence,[],False,pipeline5_merged_rule_0089,,permitted,
calgary_generic_graph_pack_213__page_0825__local_008,,Secondary Suite,compliance,Secondary Suite,required,,,must comply with the rules of the R-CG District that apply to such development,,Secondary Suites 1120.1 Any of the following uses must comply with the rules of the R-CG District that apply to such development:,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0091,"[{'rule_id': 'pipeline10_rule_0091', 'rule_object': 'Secondary Suite', 'condition': 'must comply with the rules of the R-CG District that apply to such development'}]",['Secondary Suite'],1,single_scope,['pipeline10_rule_0091'],1,kept,['incomplete_or_continuation_evidence'],True,pipeline5_merged_rule_0090,,,
calgary_generic_graph_pack_233__page_1049__local_002,,permitted_use,use_permission,Backyard Suite,permitted,,,as a RESIDENTIAL GROUP use,,Backyard Suite,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0097,"[{'rule_id': 'pipeline10_rule_0097', 'rule_object': 'permitted_use', 'condition': 'as a RESIDENTIAL GROUP use'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0097'],1,kept,[],False,pipeline5_merged_rule_0091,,permitted,
calgary_generic_graph_pack_233__page_1049__local_003,,permitted_use,use_permission,Secondary Suite,permitted,,,as a RESIDENTIAL GROUP use,,Secondary Suite,[],gemini_text_batch,text_batch_0016,pipeline10_rule_0098,"[{'rule_id': 'pipeline10_rule_0098', 'rule_object': 'permitted_use', 'condition': 'as a RESIDENTIAL GROUP use'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0098'],1,kept,[],False,pipeline5_merged_rule_0092,,permitted,
calgary_generic_graph_pack_014__page_0093__local_004,rule_1,permitted_use,use_permission,Secondary Suite,permitted,,,"when listed as a permitted use in the district, for which an application for a permit pursuant to the Building Permit Bylaw has been received",,"a Secondary Suite, when listed as a permitted use in the district, for which an application for a permit pursuant to the Building Permit Bylaw has been received;",[],gemini_text_batch,text_batch_0017,pipeline10_rule_0099,"[{'rule_id': 'pipeline10_rule_0099', 'rule_object': 'permitted_use', 'condition': 'when listed as a permitted use in the district, for which an application for a permit pursuant to the Building Permit Bylaw has been received'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0099'],1,kept,[],False,pipeline5_merged_rule_0093,,permitted,
calgary_generic_graph_pack_086__page_0405__local_003,rule_2,permitted_use,use_permission,Secondary Suite,permitted,,,"on parcels designated R-C1Ls, on the same parcel as a Single Detached Dwelling",,Secondary Suite as a permitted use on the same parcel as a Single Detached Dwelling.,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0100,"[{'rule_id': 'pipeline10_rule_0100', 'rule_object': 'permitted_use', 'condition': 'on parcels designated R-C1Ls, on the same parcel as a Single Detached Dwelling'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0100'],1,kept,[],False,pipeline5_merged_rule_0094,,permitted,
calgary_generic_graph_pack_088__page_0405__local_006,rule_3,permitted_use,use_permission,Backyard Suite,permitted,,,as a discretionary use in the Residential – Contextual Large Parcel One Dwelling District,,Backyard Suite;,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0101,"[{'rule_id': 'pipeline10_rule_0101', 'rule_object': 'permitted_use', 'condition': 'as a discretionary use in the Residential – Contextual Large Parcel One Dwelling District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0101'],1,kept,[],False,pipeline5_merged_rule_0095,,discretionary,
calgary_generic_graph_pack_088__page_0405__local_006,rule_4,permitted_use,use_permission,Secondary Suite,permitted,,,as a discretionary use in the Residential – Contextual Large Parcel One Dwelling District,,Secondary Suite;,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0102,"[{'rule_id': 'pipeline10_rule_0102', 'rule_object': 'permitted_use', 'condition': 'as a discretionary use in the Residential – Contextual Large Parcel One Dwelling District'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0102'],1,kept,[],False,pipeline5_merged_rule_0096,,discretionary,
calgary_generic_graph_pack_095__page_0411__local_003,rule_5,permitted_use,use_permission,Secondary Suite,permitted,,,"on parcels designated R-C1s, on the same parcel as a Single Detached Dwelling",,Secondary Suite as a permitted use on the same parcel as a Single Detached Dwelling.,[],gemini_text_batch,text_batch_0017,pipeline10_rule_0103,"[{'rule_id': 'pipeline10_rule_0103', 'rule_object': 'permitted_use', 'condition': 'on parcels designated R-C1s, on the same parcel as a Single Detached Dwelling'}]",['permitted_use'],1,single_scope,['pipeline10_rule_0103'],1,kept,[],False,pipeline5_merged_rule_0097,,permitted,
